id,utterance,intent
4776,please send me boarding pass,getboardingpass
6845,i want replace phone,reportbrokenphone
10139,yes i have some money i want to invest in your bank can i know the interest rate,checkoffereligibility
9557,i want change my address,updateaddress
11135,hello i cant sign into skype,reportbrokensoftware
14033,what do they cost,getinformationintent
12086,my outlook mail client not open in my laptop,reportbrokensoftware
4652,i want check my seat assignment,changeseatassignment
1827,meat eater with soda drinks need each 1,orderdrinkintent
13788,i wand a new cable connection,startserviceintent
3016,i need to 1 bbq chkn pizza,orderpizzaintent
11866,yes i attach my receipt but i forget to add my flight expense and my flight expense it 40 can you add that too,expensereport
10238,transfer amount of 3000,transfermoney
7083,i need a proof of insurance for one of car,getproofofinsurance
9108,i have the problem for my last month bill error,disputecharge
484,i need to 1 art lover pizza,orderpizzaintent
5864,check your seat assignment,getseatinfo
720,i dont need any fries,ordersideintent
8179,check my account balance,checkbalance
9827,i would like to change my account address,updateaddress
12849,may i know the price of this plan,getinformationintent
4151,i already booked ticket but change this seat,changeseatassignment
8706,my credit card missing so take complaint and close the card,reportlostcard
5023,i want to book a flight to denver,bookflight
10707,my skype app is not worked,reportbrokensoftware
57,2 iced caramel macchiato,orderdessertintent
6645,i need my car insurance copy,getproofofinsurance
6322,i have car and i need proof of insurance,getproofofinsurance
11354,i am working employee so i wants to expenses for reimbursed,expensereport
1301,i want signature pizza,orderpizzaintent
3455,i need a boarding pass,getboardingpass
13606,i want to purchase the new cable service in internet,startserviceintent
1954,yes diet coke and 1 water bottle,orderdrinkintent
3591,i need to check my seat assignment,changeseatassignment
984,i would like to order roasted garlic pizza with sea salt cookie,orderpizzaintent
8935,i need to transfer 2000 to my partner account,transfermoney
8438,my last credit card bill was charged extra,disputecharge
4928,can i know my seat assignment,changeseatassignment
6955,hello my iphone screen cracked and i would like to get it repaired,reportbrokenphone
4145,i need to my plane ticket,bookflight
2221,wait can you change that to 2 large strawberry shakes,orderdrinkintent
3364,i need 4 red vine,orderdrinkintent
12731,i want to purchase internet,startserviceintent
8007,i need to know the my claim status,checkclaimstatus
7006,need a proof of insurance for one of your cars,getproofofinsurance
12475,i need internet,startserviceintent
12828,want to purchase new cable,startserviceintent
5176,i need boarding pass,getboardingpass
10188,i would like to transfer a thousand from account 5678,transfermoney
7130,please get me the status of my claim,checkclaimstatus
10294,i want to check my balance,checkbalance
10375,need your support to transfer the amount to other account,transfermoney
13206,i need a new service,startserviceintent
5655,i need my boarding pass,getboardingpass
9869,my credit card bill shows an error,disputecharge
6990,i need a proof of my car insurance policy,getproofofinsurance
8284,haimy card lost so close the card,reportlostcard
1378,i would have order pizza,orderpizzaintent
11648,shouldnt i have gotten this update automatically,softwareupdate
5883,i need to know for seat assingnment,changeseatassignment
11845,i want to update my software application,softwareupdate
12110,i need to report some travel expenses,expensereport
6049,i need a insurance proof for my car,getproofofinsurance
72,2 smore pie,orderdessertintent
9924,i would like to change my credit card aaress,updateaddress
2732,salad tomato mozzarella 2,ordersaladintent
621,yes i like to 1 soda,orderdrinkintent
12481,i need internet,startserviceintent
4496,check my seat assignment,changeseatassignment
7080,i need a proof of insurance for my car,getproofofinsurance
5954,hello i wanted to find out if you could send my boarding pass to my email,getboardingpass
11490,i use outlook i need software updates,softwareupdate
6234,i need a proof of my insurance please could you help me get it,getproofofinsurance
1632,i want 2 meat eater pizza,orderpizzaintent
2210,yes add classic caesar 2 and 1 lemon also with my order,ordersaladintent
8375,i want to change my account address,updateaddress
12657,i want to purchase internet,startserviceintent
6257,my phone screen cracked so that i need replacement,reportbrokenphone
8518,haii want change my address,updateaddress
6481,my iphone screen cracked so i need some insurance claimn,reportbrokenphone
4153,i want to book a flight,bookflight
1986,add one more 2 soda,orderdrinkintent
5634,i want to change my seat assignment,changeseatassignment
638,i want one veg pizza,orderpizzaintent
10157,i⊙d like to transfer 5000 from my checking account to my savings account,transfermoney
7393,i want my car insurance proof,getproofofinsurance
3407,i need one soda thats all,orderdrinkintent
10816,outlook is not working properly,reportbrokensoftware
13455,like to purchase cable service,startserviceintent
9890,need to checks order,orderchecks
6996,i need proof of insurance for one my car,getproofofinsurance
2887,i want pizza with roasted seasonal veggies mushrooms red onion mozzarella gorgonzola red sauce dollops,orderpizzaintent
11109,i want to purchase keyboard please help me,startorder
14085,i need internet connection,startserviceintent
739,i want to order a bacon smokehouse burguer,orderburgerintent
9680,i need a new card because my old one has expired,replacecard
12983,i would like to purchase a cable service,startserviceintent
6196,my phone is damaged,reportbrokenphone
3331,2 beers of blu moon and one sea salt cookie,orderdrinkintent
8270,i lost my credit card,reportlostcard
622,i need to 2 bbq chkn pizza,orderpizzaintent
671,2 tomato and moz salads,ordersaladintent
9756,i think my card was stolen,reportlostcard
7720,my phone was damage,reportbrokenphone
581,i want pizza with white cream sauce with mozzarella applewood bacon chopped garlic oregano arugula,orderpizzaintent
6839,i wants to know about my claim,checkclaimstatus
8740,so i want to block my number,closeaccount
10731,i need music instruments,startorder
4558,can you change it to some aisle seat at front,changeseatassignment
5213,i wants to book a ticket flight,bookflight
3608,please check my seat assignment,changeseatassignment
3973,i need to know about my seat assignment,changeseatassignment
378,3 sea salt cookie,ordersideintent
9168,i lost my credit card,reportlostcard
10790,i need some software updates,softwareupdate
13801,a previous months bill,viewbillsintent
12216,what is the procedure to summit my expenses,expensereport
14181,i am interested in purchase a new cable service,startserviceintent
1838,15 bootle coke,orderdrinkintent
7620,need a proof of insurance for one of my cars,getproofofinsurance
7635,my iphone screen just cracked please fix my mobile screen,reportbrokenphone
13689,i want a new internet connection,startserviceintent
135,i need to 2 art lover pizza,orderpizzaintent
5290,can i arrange alias seat,changeseatassignment
1965,add 1 classic caesar please,ordersaladintent
281,add 2 lemonade please,orderdrinkintent
10026,i need to know my account ballance,checkbalance
4862,i would like to change my seat assignment kindly guide me,changeseatassignment
13199,i would like to get internet services set up,startserviceintent
3448,i want to know my seat,getseatinfo
12928,new cable service,startserviceintent
8796,i wanted to transfer money from my account to another,transfermoney
13489,i would like to inform that i need to connect a new cable service,startserviceintent
4123,boarding pass to be sent to your email address or phone number,getboardingpass
12493,i want to purchase internet service,startserviceintent
3960,i already book a ticket but i want to change it,bookflight
14324,i want to purchase internet,startserviceintent
3533,i want my boarding pass will you provide to me,getboardingpass
7820,i need help getting proof of insurance for one of my vehicles,getproofofinsurance
10233,i have credit card bill charge removed,disputecharge
13421,how much cost per month,getinformationintent
8977,i have change address,updateaddress
3352,i will dicide my order one crumbled meatballs,orderbreakfastintent
5422,my boarding pass,getboardingpass
7533,claim my insurance status of my car,checkclaimstatus
